tanggal,pm10,so2,co,o3,no2,max
2011-05-15,39.0,3.0,20.0,99.0,6.0,99.0
2011-05-16,40.0,4.0,16.0,139.0,10.0,139.0
2011-05-17,44.0,4.0,21.0,133.0,12.0,133.0
2011-05-18,69.0,4.0,22.0,85.0,14.0,85.0
2011-05-19,89.0,4.0,43.0,51.0,22.0,89.0
2011-05-20,55.0,4.0,15.0,107.0,8.0,107.0
2011-05-21,48.0,4.0,21.0,82.0,8.0,82.0
2011-05-22,84.0,4.0,38.0,72.0,11.0,84.0
2011-05-23,56.0,5.0,20.0,140.0,12.0,140.0
2011-05-24,55.0,4.0,21.0,96.0,9.0,96.0
2011-05-25,53.0,5.0,17.0,113.0,20.0,113.0
2011-05-26,54.0,4.0,17.0,114.0,11.0,114.0
2011-05-27,56.0,5.0,20.0,95.0,18.0,95.0
2011-05-28,57.0,5.0,35.0,111.0,9.0,111.0
2011-05-29,69.0,5.0,31.0,107.0,15.0,107.0
2011-05-30,66.0,4.0,25.0,98.0,9.0,98.0
2011-05-31,64.0,17.0,24.0,93.0,21.0,93.0
2011-06-01,91.0,4.0,26.0,58.0,23.0,91.0
2011-06-02,68.0,4.0,16.0,44.0,13.0,68.0
2011-06-03,65.0,5.0,13.0,29.0,10.0,65.0
2011-06-04,73.0,4.0,17.0,37.0,9.0,73.0
2011-06-05,77.0,5.0,28.0,35.0,15.0,77.0
2011-06-06,70.0,4.0,23.0,81.0,18.0,81.0
2011-06-07,66.0,5.0,25.0,92.0,11.0,92.0
2011-06-08,90.0,5.0,25.0,85.0,31.0,90.0
2011-06-09,27.0,5.0,18.0,121.0,11.0,121.0
2011-06-10,53.0,4.0,12.0,93.0,7.0,93.0
2011-06-11,57.0,5.0,29.0,94.0,11.0,94.0
2011-06-12,93.0,5.0,29.0,56.0,25.0,93.0
2011-06-13,57.0,5.0,15.0,91.0,8.0,91.0
2011-06-14,88.0,4.0,17.0,93.0,18.0,93.0
2011-06-15,62.0,16.0,20.0,137.0,18.0,137.0
2011-06-16,110.0,5.0,18.0,91.0,14.0,110.0
2011-06-17,105.0,5.0,32.0,77.0,21.0,105.0
2011-06-18,63.0,6.0,15.0,128.0,13.0,128.0
2011-06-19,60.0,6.0,13.0,119.0,17.0,119.0
2011-06-20,109.0,5.0,27.0,88.0,27.0,109.0
2011-06-21,97.0,5.0,21.0,70.0,14.0,97.0
2011-06-22,112.0,9.0,19.0,83.0,12.0,112.0
2011-06-23,109.0,9.0,23.0,86.0,11.0,109.0
2011-06-24,107.0,9.0,20.0,82.0,12.0,107.0
2011-06-25,87.0,7.0,12.0,55.0,7.0,87.0
2011-06-26,103.0,7.0,19.0,59.0,11.0,103.0
2011-06-27,85.0,8.0,14.0,39.0,10.0,85.0
2011-06-28,54.0,8.0,19.0,122.0,20.0,122.0
2011-06-29,50.0,5.0,17.0,157.0,9.0,157.0
2011-06-30,59.0,16.0,19.0,127.0,17.0,127.0
2011-07-01,85.0,7.0,20.0,31.0,11.0,85.0
2011-07-02,128.0,10.0,32.0,63.0,13.0,128.0
2011-07-03,94.0,6.0,19.0,60.0,9.0,94.0
2011-07-04,89.0,6.0,15.0,68.0,7.0,89.0
2011-07-05,93.0,6.0,20.0,62.0,19.0,93.0
2011-07-06,54.0,5.0,12.0,80.0,7.0,80.0
2011-07-07,59.0,5.0,16.0,90.0,10.0,90.0
2011-07-08,63.0,6.0,13.0,88.0,10.0,88.0
2011-07-09,80.0,7.0,17.0,59.0,12.0,80.0
2011-07-10,83.0,7.0,15.0,73.0,9.0,83.0
2011-07-11,56.0,5.0,16.0,92.0,10.0,92.0
2011-07-12,92.0,5.0,27.0,61.0,14.0,92.0
2011-07-13,68.0,5.0,21.0,82.0,10.0,82.0
2011-07-14,52.0,4.0,15.0,105.0,5.0,105.0
2011-07-15,61.0,12.0,22.0,174.0,17.0,174.0
2011-07-16,56.0,5.0,14.0,120.0,15.0,120.0
2011-07-17,101.0,5.0,28.0,77.0,11.0,101.0
2011-07-18,122.0,5.0,30.0,80.0,9.0,122.0
2011-07-19,97.0,6.0,28.0,56.0,15.0,97.0
2011-07-20,50.0,5.0,10.0,71.0,7.0,71.0
2011-07-21,107.0,4.0,16.0,41.0,7.0,107.0
2011-07-22,73.0,5.0,13.0,39.0,7.0,73.0
2011-07-23,103.0,5.0,33.0,54.0,11.0,103.0
2011-07-24,116.0,5.0,25.0,78.0,10.0,116.0
2011-07-25,60.0,5.0,15.0,127.0,13.0,127.0
2011-07-26,58.0,5.0,17.0,104.0,10.0,104.0
2011-07-27,100.0,6.0,19.0,60.0,13.0,100.0
2011-07-28,57.0,5.0,10.0,113.0,7.0,113.0
2011-07-29,57.0,10.0,16.0,136.0,24.0,136.0
2011-07-30,68.0,14.0,18.0,129.0,17.0,129.0
2011-07-31,96.0,6.0,23.0,63.0,10.0,96.0
2011-08-01,110.0,6.0,19.0,51.0,12.0,110.0
2011-08-02,95.0,6.0,13.0,52.0,12.0,95.0
2011-08-03,69.0,15.0,19.0,165.0,18.0,165.0
2011-08-04,59.0,5.0,12.0,117.0,12.0,117.0
2011-08-05,65.0,10.0,22.0,168.0,17.0,168.0
2011-08-06,119.0,7.0,18.0,79.0,16.0,119.0
2011-08-08,134.0,5.0,20.0,58.0,11.0,134.0
2011-08-09,118.0,6.0,15.0,83.0,10.0,118.0
2011-08-10,78.0,6.0,20.0,138.0,9.0,138.0
2011-08-11,127.0,6.0,24.0,72.0,15.0,127.0
2011-08-12,66.0,6.0,12.0,92.0,10.0,92.0
2011-08-13,95.0,7.0,15.0,61.0,9.0,95.0
2011-08-14,110.0,5.0,18.0,71.0,8.0,110.0
2011-08-16,100.0,7.0,13.0,58.0,9.0,100.0
2011-08-17,136.0,6.0,22.0,62.0,11.0,136.0
2011-08-18,171.0,6.0,42.0,65.0,13.0,171.0
2011-08-19,138.0,6.0,23.0,45.0,10.0,138.0
2011-08-20,100.0,6.0,12.0,58.0,8.0,100.0
2011-08-21,113.0,6.0,15.0,63.0,11.0,113.0
2011-08-22,146.0,7.0,25.0,65.0,10.0,146.0
2011-08-23,126.0,6.0,19.0,71.0,8.0,126.0
2011-08-24,105.0,7.0,18.0,78.0,14.0,105.0
2011-08-25,72.0,12.0,17.0,152.0,14.0,152.0
2011-08-26,65.0,7.0,17.0,148.0,14.0,148.0
2011-08-27,126.0,6.0,32.0,60.0,12.0,126.0
2011-08-28,116.0,5.0,27.0,60.0,12.0,116.0
2011-08-29,98.0,5.0,16.0,50.0,9.0,98.0
2011-08-30,59.0,10.0,14.0,93.0,6.0,93.0
2011-08-31,61.0,14.0,22.0,95.0,10.0,95.0
2011-09-01,49.0,9.0,12.0,97.0,8.0,97.0
2011-09-02,92.0,5.0,15.0,52.0,8.0,92.0
2011-09-03,51.0,5.0,9.0,102.0,5.0,102.0
2011-09-04,58.0,5.0,12.0,98.0,10.0,98.0
2011-09-05,154.0,5.0,28.0,59.0,11.0,154.0
2011-09-06,112.0,6.0,19.0,55.0,9.0,112.0
2011-09-07,120.0,6.0,19.0,69.0,11.0,120.0
2011-09-09,59.0,5.0,16.0,136.0,6.0,136.0
2011-09-11,56.0,5.0,10.0,99.0,6.0,99.0
2011-09-12,122.0,6.0,15.0,68.0,11.0,122.0
2011-09-13,67.0,6.0,15.0,141.0,6.0,141.0
2011-09-14,88.0,6.0,9.0,44.0,7.0,88.0
2011-09-15,108.0,6.0,16.0,52.0,13.0,108.0
2011-09-16,94.0,6.0,16.0,84.0,12.0,94.0
2011-09-17,100.0,8.0,12.0,62.0,10.0,100.0
2011-09-18,148.0,6.0,26.0,64.0,10.0,148.0
2011-09-21,85.0,6.0,52.0,130.0,17.0,130.0
2011-09-22,65.0,7.0,14.0,177.0,12.0,177.0
2011-09-23,87.0,16.0,20.0,201.0,15.0,201.0
2011-09-24,65.0,7.0,14.0,138.0,8.0,138.0
2011-09-25,62.0,6.0,16.0,102.0,12.0,102.0
2011-09-26,67.0,12.0,18.0,147.0,16.0,147.0
2011-09-27,78.0,15.0,17.0,119.0,28.0,119.0
2011-09-28,58.0,6.0,9.0,127.0,7.0,127.0
2011-09-29,57.0,7.0,11.0,147.0,11.0,147.0
2011-09-30,65.0,7.0,18.0,112.0,12.0,112.0
2011-10-01,81.0,8.0,15.0,124.0,20.0,124.0
2011-10-02,55.0,6.0,9.0,114.0,5.0,114.0
2011-10-03,71.0,13.0,15.0,147.0,22.0,147.0
2011-10-04,50.0,5.0,14.0,107.0,9.0,107.0
2011-10-05,74.0,15.0,18.0,118.0,18.0,118.0
2011-10-06,50.0,5.0,11.0,99.0,6.0,99.0
2011-10-07,58.0,7.0,17.0,120.0,14.0,120.0
2011-10-08,74.0,6.0,8.0,53.0,9.0,74.0
2011-10-09,113.0,7.0,30.0,76.0,12.0,113.0
2011-10-10,71.0,16.0,34.0,107.0,19.0,107.0
2011-10-11,56.0,8.0,16.0,208.0,12.0,208.0
2011-10-12,60.0,6.0,18.0,205.0,9.0,205.0
2011-10-13,59.0,7.0,15.0,140.0,7.0,140.0
2011-10-14,64.0,8.0,20.0,102.0,11.0,102.0
2011-10-15,61.0,7.0,14.0,154.0,8.0,154.0
2011-10-17,50.0,6.0,12.0,78.0,6.0,78.0
2011-10-18,89.0,6.0,10.0,50.0,9.0,89.0
2011-10-19,104.0,7.0,22.0,54.0,11.0,104.0
2011-10-20,64.0,13.0,19.0,120.0,15.0,120.0
2011-10-21,131.0,7.0,24.0,69.0,11.0,131.0
2011-10-22,68.0,15.0,27.0,100.0,16.0,100.0
2011-10-23,67.0,15.0,26.0,140.0,16.0,140.0
2011-10-24,82.0,6.0,13.0,37.0,11.0,82.0
2011-10-25,107.0,6.0,17.0,46.0,8.0,107.0
2011-10-26,61.0,11.0,28.0,138.0,18.0,138.0
2011-10-27,69.0,17.0,30.0,93.0,18.0,93.0
2011-10-28,88.0,6.0,9.0,51.0,7.0,88.0
2011-10-29,65.0,15.0,32.0,87.0,16.0,87.0
2011-10-30,59.0,11.0,10.0,100.0,5.0,100.0
2011-10-31,68.0,18.0,26.0,154.0,19.0,154.0
2011-11-01,69.0,5.0,42.0,109.0,16.0,109.0
2011-11-02,92.0,18.0,25.0,89.0,17.0,92.0
2011-11-03,57.0,5.0,23.0,78.0,11.0,78.0
2011-11-04,57.0,11.0,21.0,64.0,15.0,64.0
2011-11-05,51.0,13.0,20.0,106.0,31.0,106.0
2011-11-06,47.0,11.0,17.0,71.0,15.0,71.0
2011-11-07,54.0,15.0,15.0,175.0,16.0,175.0
2011-11-08,71.0,13.0,11.0,105.0,15.0,105.0
2011-11-09,52.0,7.0,15.0,127.0,13.0,127.0
2011-11-10,64.0,7.0,29.0,82.0,11.0,82.0
2011-11-11,73.0,19.0,35.0,79.0,18.0,79.0
2011-11-12,56.0,13.0,16.0,96.0,11.0,96.0
2011-11-13,55.0,12.0,26.0,94.0,17.0,94.0
2011-11-14,64.0,22.0,22.0,123.0,21.0,123.0
2011-11-15,61.0,15.0,35.0,147.0,19.0,147.0
2011-11-16,76.0,19.0,39.0,185.0,18.0,185.0
2011-11-17,76.0,19.0,15.0,179.0,15.0,179.0
2011-11-18,70.0,18.0,22.0,129.0,20.0,129.0
2011-11-19,46.0,7.0,14.0,122.0,6.0,122.0
2011-11-20,54.0,7.0,18.0,152.0,9.0,152.0
2011-11-21,65.0,20.0,29.0,121.0,14.0,121.0
2011-11-22,61.0,23.0,19.0,106.0,21.0,106.0
2011-11-23,90.0,25.0,28.0,179.0,20.0,179.0
2011-11-24,59.0,16.0,16.0,158.0,22.0,158.0
2011-11-25,57.0,14.0,15.0,115.0,13.0,115.0
2011-11-26,71.0,14.0,33.0,126.0,15.0,126.0
2011-11-27,61.0,12.0,19.0,133.0,12.0,133.0
2011-11-28,69.0,16.0,32.0,159.0,26.0,159.0
2011-11-29,80.0,20.0,21.0,104.0,19.0,104.0
2011-11-30,55.0,14.0,17.0,164.0,20.0,164.0
2011-12-01,63.0,18.0,14.0,107.0,16.0,107.0
2011-12-02,39.0,13.0,20.0,131.0,12.0,131.0
2011-12-03,43.0,12.0,17.0,105.0,13.0,105.0
2011-12-04,93.0,8.0,39.0,89.0,16.0,93.0
2011-12-06,56.0,16.0,19.0,85.0,18.0,85.0
2011-12-08,53.0,6.0,23.0,171.0,10.0,171.0
2011-12-09,58.0,6.0,27.0,171.0,10.0,171.0
2011-12-10,82.0,25.0,36.0,100.0,17.0,100.0
2011-12-11,48.0,14.0,31.0,151.0,15.0,151.0
2011-12-12,53.0,16.0,22.0,171.0,11.0,171.0
2011-12-13,61.0,6.0,28.0,82.0,13.0,82.0
2011-12-14,52.0,15.0,26.0,106.0,17.0,106.0
2011-12-15,36.0,12.0,18.0,117.0,12.0,117.0
2011-12-16,43.0,7.0,6.0,28.0,6.0,43.0
2011-12-17,42.0,7.0,3.0,28.0,4.0,42.0
2011-12-18,41.0,7.0,4.0,24.0,5.0,41.0
2011-12-19,43.0,6.0,5.0,34.0,4.0,43.0
2011-12-20,44.0,7.0,5.0,30.0,6.0,44.0
2011-12-21,53.0,7.0,8.0,35.0,7.0,53.0
2011-12-22,51.0,17.0,16.0,199.0,16.0,199.0
2011-12-23,41.0,14.0,19.0,201.0,13.0,201.0
2011-12-24,62.0,16.0,69.0,206.0,10.0,206.0
2011-12-25,57.0,15.0,39.0,190.0,13.0,190.0
2011-12-27,28.0,4.0,18.0,90.0,12.0,90.0
2011-12-28,43.0,4.0,20.0,101.0,15.0,101.0
2011-12-29,50.0,7.0,17.0,76.0,14.0,76.0
2011-12-30,45.0,4.0,27.0,81.0,8.0,81.0
2011-12-31,28.0,3.0,15.0,81.0,6.0,81.0
2012-01-01,36.0,3.0,16.0,63.0,6.0,63.0
2012-01-02,36.0,6.0,17.0,55.0,6.0,55.0
2012-01-03,50.0,15.0,42.0,86.0,22.0,86.0
2012-01-04,54.0,20.0,36.0,97.0,14.0,97.0
2012-01-05,67.0,6.0,27.0,157.0,24.0,157.0
2012-01-06,46.0,7.0,36.0,68.0,10.0,68.0
2012-01-07,44.0,3.0,27.0,73.0,13.0,73.0
2012-01-08,38.0,3.0,31.0,90.0,10.0,90.0
2012-01-09,54.0,16.0,32.0,72.0,16.0,72.0
2012-01-10,31.0,4.0,22.0,69.0,13.0,69.0
2012-01-11,32.0,3.0,22.0,75.0,14.0,75.0
2012-01-12,33.0,5.0,27.0,52.0,13.0,52.0
2012-01-13,39.0,5.0,24.0,55.0,13.0,55.0
2012-01-14,34.0,19.0,34.0,54.0,7.0,54.0
2012-01-15,31.0,4.0,18.0,89.0,10.0,89.0
2012-01-16,38.0,5.0,21.0,86.0,16.0,86.0
2012-01-17,60.0,11.0,16.0,94.0,15.0,94.0
2012-01-18,42.0,10.0,18.0,98.0,19.0,98.0
2012-01-19,52.0,5.0,34.0,65.0,16.0,65.0
2012-01-20,44.0,4.0,18.0,73.0,12.0,73.0
2012-01-21,37.0,25.0,25.0,90.0,11.0,90.0
2012-01-22,68.0,2.0,99.0,50.0,14.0,99.0
2012-01-23,35.0,4.0,12.0,78.0,9.0,78.0
2012-01-24,55.0,3.0,13.0,43.0,6.0,55.0
2012-01-25,46.0,22.0,24.0,62.0,13.0,62.0
2012-01-26,49.0,8.0,20.0,81.0,11.0,81.0
2012-01-27,42.0,5.0,11.0,96.0,14.0,96.0
2012-01-28,39.0,24.0,26.0,85.0,14.0,85.0
2012-01-29,33.0,4.0,15.0,75.0,6.0,75.0
2012-01-30,36.0,5.0,17.0,130.0,7.0,130.0
2012-01-31,31.0,3.0,24.0,61.0,10.0,61.0
2012-02-01,67.0,8.0,57.0,105.0,19.0,105.0
2012-02-02,51.0,52.0,34.0,74.0,15.0,74.0
2012-02-03,55.0,31.0,44.0,59.0,14.0,59.0
2012-02-04,59.0,29.0,37.0,54.0,12.0,59.0
2012-02-05,49.0,5.0,23.0,90.0,15.0,90.0
2012-02-06,45.0,7.0,18.0,70.0,10.0,70.0
2012-02-07,53.0,22.0,34.0,72.0,14.0,72.0
2012-02-08,78.0,6.0,23.0,52.0,12.0,78.0
2012-02-09,42.0,12.0,37.0,78.0,13.0,78.0
2012-02-10,49.0,13.0,14.0,112.0,13.0,112.0
2012-02-11,64.0,17.0,37.0,134.0,13.0,134.0
2012-02-12,37.0,10.0,16.0,91.0,12.0,91.0
2012-02-13,40.0,11.0,21.0,171.0,14.0,171.0
2012-02-14,80.0,17.0,40.0,100.0,22.0,100.0
2012-02-15,59.0,16.0,17.0,157.0,15.0,157.0
2012-02-16,62.0,16.0,20.0,93.0,18.0,93.0
2012-02-17,75.0,14.0,31.0,154.0,26.0,154.0
2012-02-18,34.0,1.0,12.0,100.0,10.0,100.0
2012-02-19,52.0,1.0,24.0,123.0,8.0,123.0
2012-02-20,58.0,5.0,14.0,83.0,16.0,83.0
2012-02-21,68.0,19.0,21.0,175.0,18.0,175.0
2012-02-22,53.0,4.0,27.0,168.0,10.0,168.0
2012-02-23,60.0,13.0,18.0,147.0,13.0,147.0
2012-02-24,61.0,16.0,20.0,151.0,15.0,151.0
2012-02-25,60.0,12.0,18.0,160.0,10.0,160.0
2012-02-26,60.0,14.0,19.0,162.0,14.0,162.0
2012-02-27,50.0,12.0,22.0,114.0,16.0,114.0
2012-02-28,77.0,18.0,33.0,232.0,17.0,232.0
2012-02-29,65.0,14.0,25.0,170.0,15.0,170.0
2012-03-01,66.0,18.0,44.0,137.0,15.0,137.0
2012-03-02,46.0,17.0,21.0,136.0,16.0,136.0
2012-03-04,36.0,14.0,16.0,94.0,6.0,94.0
2012-03-05,51.0,13.0,24.0,140.0,13.0,140.0
2012-03-06,47.0,5.0,16.0,90.0,9.0,90.0
2012-03-07,62.0,17.0,20.0,99.0,18.0,99.0
2012-03-08,35.0,11.0,19.0,95.0,11.0,95.0
2012-03-09,38.0,12.0,17.0,88.0,12.0,88.0
2012-03-10,50.0,12.0,21.0,115.0,15.0,115.0
2012-03-11,43.0,12.0,20.0,100.0,17.0,100.0
2012-03-12,45.0,11.0,15.0,177.0,11.0,177.0
2012-03-14,52.0,13.0,18.0,143.0,10.0,143.0
2012-03-15,42.0,12.0,16.0,78.0,11.0,78.0
2012-03-16,41.0,11.0,25.0,131.0,12.0,131.0
2012-03-17,52.0,14.0,16.0,90.0,15.0,90.0
2012-03-18,46.0,11.0,15.0,99.0,8.0,99.0
2012-03-19,37.0,13.0,18.0,92.0,8.0,92.0
2012-03-20,37.0,2.0,8.0,13.0,6.0,37.0
2012-03-21,29.0,17.0,17.0,42.0,3.0,42.0
2012-03-22,49.0,2.0,9.0,15.0,5.0,49.0
2012-03-23,59.0,3.0,12.0,19.0,7.0,59.0
2012-03-24,35.0,9.0,13.0,122.0,6.0,122.0
2012-03-25,43.0,10.0,16.0,125.0,8.0,125.0
2012-03-26,67.0,25.0,18.0,98.0,16.0,98.0
2012-03-27,74.0,18.0,33.0,136.0,29.0,136.0
2012-03-28,75.0,15.0,41.0,95.0,15.0,95.0
2012-03-29,53.0,14.0,23.0,142.0,11.0,142.0
2012-03-30,41.0,13.0,21.0,112.0,12.0,112.0
2012-03-31,51.0,16.0,17.0,204.0,12.0,204.0
2012-04-01,65.0,15.0,31.0,207.0,16.0,207.0
2012-04-02,67.0,15.0,38.0,191.0,20.0,191.0
2012-04-03,52.0,12.0,24.0,208.0,26.0,208.0
2012-04-04,42.0,25.0,38.0,110.0,23.0,110.0
2012-04-05,54.0,13.0,23.0,99.0,21.0,99.0
2012-04-06,67.0,22.0,25.0,80.0,14.0,80.0
2012-04-07,66.0,20.0,20.0,92.0,11.0,92.0
2012-04-08,62.0,16.0,21.0,133.0,9.0,133.0
2012-04-09,73.0,19.0,37.0,151.0,18.0,151.0
2012-04-10,49.0,2.0,27.0,106.0,16.0,106.0
2012-04-11,82.0,19.0,38.0,110.0,20.0,110.0
2012-04-12,68.0,19.0,20.0,147.0,19.0,147.0
2012-04-13,65.0,17.0,21.0,126.0,16.0,126.0
2012-04-14,71.0,20.0,13.0,141.0,11.0,141.0
2012-04-15,56.0,14.0,17.0,194.0,10.0,194.0
2012-04-16,68.0,16.0,18.0,167.0,13.0,167.0
2012-04-17,62.0,16.0,17.0,210.0,11.0,210.0
2012-04-18,86.0,20.0,41.0,144.0,16.0,144.0
2012-04-19,58.0,16.0,18.0,211.0,14.0,211.0
2012-04-20,66.0,12.0,38.0,212.0,20.0,212.0
2012-04-21,79.0,16.0,31.0,214.0,16.0,214.0
2012-04-22,64.0,16.0,45.0,200.0,20.0,200.0
2012-04-23,82.0,16.0,21.0,187.0,13.0,187.0
2012-04-24,79.0,17.0,22.0,150.0,12.0,150.0
2012-04-25,69.0,20.0,23.0,215.0,12.0,215.0
2012-04-26,61.0,13.0,17.0,220.0,13.0,220.0
2012-04-27,55.0,16.0,16.0,111.0,21.0,111.0
2012-04-28,78.0,19.0,23.0,164.0,18.0,164.0
2012-04-29,66.0,13.0,14.0,199.0,11.0,199.0
2012-04-30,62.0,15.0,31.0,135.0,20.0,135.0
2012-05-01,59.0,18.0,32.0,100.0,12.0,100.0
2012-05-02,66.0,15.0,24.0,236.0,15.0,236.0
2012-05-03,64.0,19.0,27.0,226.0,17.0,226.0
2012-05-04,72.0,21.0,24.0,226.0,17.0,226.0
2012-05-05,77.0,20.0,16.0,116.0,11.0,116.0
2012-05-06,62.0,15.0,23.0,180.0,13.0,180.0
2012-05-07,43.0,12.0,16.0,147.0,15.0,147.0
2012-05-08,75.0,20.0,50.0,115.0,25.0,115.0
2012-05-09,74.0,18.0,42.0,164.0,19.0,164.0
2012-05-10,81.0,18.0,21.0,170.0,16.0,170.0
2012-05-11,66.0,16.0,20.0,173.0,18.0,173.0
2012-05-12,70.0,16.0,21.0,164.0,17.0,164.0
2012-05-13,82.0,22.0,23.0,207.0,14.0,207.0
2012-05-14,57.0,20.0,19.0,144.0,13.0,144.0
2012-05-15,68.0,22.0,25.0,164.0,16.0,164.0
2012-05-16,77.0,19.0,19.0,196.0,13.0,196.0
2012-05-17,71.0,25.0,34.0,178.0,13.0,178.0
2012-05-18,58.0,17.0,18.0,165.0,14.0,165.0
2012-05-19,78.0,23.0,28.0,146.0,20.0,146.0
2012-05-20,60.0,17.0,14.0,213.0,9.0,213.0
2012-05-21,60.0,15.0,24.0,164.0,18.0,164.0
2012-05-22,60.0,14.0,23.0,165.0,17.0,165.0
2012-05-23,80.0,15.0,22.0,140.0,19.0,140.0
2012-05-24,64.0,16.0,13.0,89.0,14.0,89.0
2012-05-26,81.0,20.0,14.0,72.0,9.0,81.0
2012-05-28,73.0,18.0,15.0,164.0,13.0,164.0
2012-05-29,75.0,15.0,17.0,187.0,14.0,187.0
2012-06-01,77.0,19.0,49.0,107.0,26.0,107.0
2012-06-02,69.0,20.0,20.0,140.0,25.0,140.0
2012-06-03,72.0,22.0,21.0,129.0,15.0,129.0
2012-06-04,69.0,21.0,16.0,93.0,11.0,93.0
2012-06-05,60.0,14.0,16.0,169.0,10.0,169.0
2012-06-06,63.0,15.0,15.0,201.0,12.0,201.0
2012-06-07,58.0,16.0,16.0,137.0,11.0,137.0
2012-06-08,72.0,20.0,20.0,141.0,11.0,141.0
2012-06-09,66.0,22.0,22.0,215.0,18.0,215.0
2012-06-10,67.0,16.0,29.0,208.0,11.0,208.0
2012-06-11,75.0,17.0,26.0,204.0,17.0,204.0
2012-06-12,77.0,21.0,34.0,168.0,19.0,168.0
2012-06-13,67.0,19.0,17.0,138.0,12.0,138.0
2012-06-14,78.0,18.0,16.0,155.0,12.0,155.0
2012-06-15,67.0,15.0,18.0,216.0,15.0,216.0
2012-06-16,86.0,26.0,28.0,209.0,15.0,209.0
2012-06-17,47.0,9.0,11.0,93.0,16.0,93.0
2012-06-18,95.0,6.0,8.0,44.0,11.0,95.0
2012-06-19,92.0,6.0,9.0,44.0,10.0,92.0
2012-06-20,95.0,7.0,8.0,59.0,13.0,95.0
2012-06-21,120.0,5.0,9.0,77.0,20.0,120.0
2012-06-25,63.0,5.0,14.0,80.0,9.0,80.0
2012-06-26,72.0,6.0,7.0,72.0,12.0,72.0
2012-06-28,63.0,7.0,14.0,135.0,22.0,135.0
2012-06-29,63.0,7.0,16.0,115.0,16.0,115.0
2012-06-30,98.0,8.0,9.0,73.0,15.0,98.0
2012-07-01,88.0,7.0,9.0,74.0,13.0,88.0
2012-07-02,134.0,6.0,11.0,61.0,17.0,134.0
2012-07-03,106.0,7.0,8.0,72.0,13.0,106.0
2012-07-04,57.0,6.0,10.0,98.0,8.0,98.0
2012-07-05,86.0,8.0,5.0,71.0,12.0,86.0
2012-07-06,97.0,9.0,8.0,67.0,13.0,97.0
2012-07-07,127.0,10.0,9.0,90.0,16.0,127.0
2012-07-08,140.0,9.0,15.0,74.0,13.0,140.0
2012-07-09,59.0,5.0,12.0,125.0,15.0,125.0
2012-07-10,73.0,7.0,21.0,119.0,23.0,119.0
2012-07-11,105.0,9.0,8.0,88.0,13.0,105.0
2012-07-12,68.0,18.0,19.0,131.0,18.0,131.0
2012-07-13,106.0,10.0,6.0,130.0,18.0,130.0
2012-07-14,77.0,25.0,41.0,147.0,29.0,147.0
2012-07-15,145.0,10.0,11.0,74.0,14.0,145.0
2012-07-16,118.0,9.0,7.0,62.0,15.0,118.0
2012-07-17,62.0,16.0,18.0,126.0,17.0,126.0
2012-07-18,70.0,16.0,16.0,128.0,24.0,128.0
2012-07-19,65.0,6.0,33.0,113.0,16.0,113.0
2012-07-20,64.0,28.0,35.0,77.0,18.0,77.0
2012-07-21,52.0,6.0,10.0,113.0,8.0,113.0
2012-07-22,120.0,9.0,5.0,60.0,10.0,120.0
2012-07-23,106.0,10.0,6.0,151.0,14.0,151.0
2012-07-24,52.0,6.0,16.0,141.0,11.0,141.0
2012-07-25,78.0,18.0,21.0,290.0,21.0,290.0
2012-07-26,91.0,14.0,25.0,283.0,18.0,283.0
2012-07-27,89.0,20.0,28.0,276.0,16.0,276.0
2012-07-28,82.0,18.0,17.0,288.0,13.0,288.0
2012-07-29,68.0,16.0,14.0,234.0,12.0,234.0
2012-07-30,72.0,15.0,23.0,215.0,20.0,215.0
2012-07-31,68.0,13.0,21.0,221.0,19.0,221.0
2012-08-01,93.0,24.0,25.0,236.0,20.0,236.0
2012-08-02,72.0,16.0,21.0,244.0,18.0,244.0
2012-08-03,77.0,19.0,17.0,216.0,20.0,216.0
2012-08-05,139.0,10.0,9.0,62.0,13.0,139.0
2012-08-06,136.0,10.0,7.0,101.0,14.0,136.0
2012-08-07,30.0,8.0,19.0,146.0,8.0,146.0
2012-08-08,27.0,8.0,9.0,125.0,10.0,125.0
2012-08-09,171.0,11.0,7.0,54.0,12.0,171.0
2012-08-12,121.0,9.0,8.0,61.0,9.0,121.0
2012-08-13,132.0,9.0,6.0,95.0,14.0,132.0
2012-08-14,97.0,9.0,5.0,77.0,11.0,97.0
2012-08-15,94.0,10.0,6.0,68.0,12.0,94.0
2012-08-16,99.0,9.0,7.0,59.0,13.0,99.0
2012-08-17,98.0,9.0,8.0,75.0,11.0,98.0
2012-08-18,166.0,9.0,7.0,71.0,12.0,166.0
2012-08-19,109.0,9.0,8.0,57.0,10.0,109.0
2012-08-20,35.0,8.0,5.0,78.0,6.0,78.0
2012-08-21,39.0,8.0,25.0,78.0,11.0,78.0
2012-08-22,8.0,21.0,13.0,88.0,16.0,88.0
2012-08-23,33.0,9.0,11.0,125.0,7.0,125.0
2012-08-24,38.0,9.0,13.0,99.0,9.0,99.0
2012-08-25,35.0,9.0,6.0,104.0,10.0,104.0
2012-08-26,95.0,9.0,10.0,62.0,11.0,95.0
2012-08-27,78.0,10.0,10.0,94.0,9.0,94.0
2012-08-28,128.0,11.0,9.0,104.0,18.0,128.0
2012-08-29,24.0,8.0,13.0,103.0,9.0,103.0
